family_2_tr|A0A2R7KQ91|A0A2R7KQ91_9SPHI	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.351	276	176	2	18	292	13	286	1.912E-47	172
family_2_tr|A0A2S6WJZ7|A0A2S6WJZ7_9ACTN	tr|A0A2D2W239|A0A2D2W239_9CAUD Major head protein OS=Stenotrophomonas phage DLP4 OX=2047758 PE=4 SV=1	0.281	142	82	4	331	464	178	307	3.610E-06	48
family_2_tr|A0A2T4ZWQ2|A0A2T4ZWQ2_9PROT	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.346	277	178	2	16	291	13	287	1.341E-45	166
family_2_tr|A0A2U0Z906|A0A2U0Z906_9BACT	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.346	277	178	2	18	293	13	287	9.691E-50	179
family_2_tr|A0A2U9SXY1|A0A2U9SXY1_9BURK	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.339	277	179	2	16	291	13	286	8.876E-44	161
family_2_tr|A0A2X3LA54|A0A2X3LA54_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.300	233	156	5	231	460	58	286	6.051E-23	102
family_2_tr|A0A318U2J3|A0A318U2J3_9RHOB	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.340	276	179	2	14	288	13	286	5.637E-46	168
family_2_tr|A0A346BJB6|A0A346BJB6_9BURK	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.328	277	182	2	16	291	13	286	2.337E-41	154
family_2_tr|A0A366HHN0|A0A366HHN0_9BACT	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.336	279	180	3	14	291	13	287	4.793E-45	165
family_2_tr|A0A371QAY2|A0A371QAY2_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.300	216	148	1	230	445	74	286	8.774E-29	121
family_2_tr|A0A386U8H3|A0A386U8H3_9MYCO	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.355	281	172	4	19	296	13	287	7.433E-45	164
family_2_tr|A0A3A8EXT4|A0A3A8EXT4_9GAMM	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.353	277	176	2	17	292	13	287	1.246E-48	175
family_2_tr|A0A3A9WJ14|A0A3A9WJ14_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.339	227	147	2	236	461	63	287	4.871E-32	131
family_2_tr|A0A3D9NAL9|A0A3D9NAL9_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.327	220	133	5	245	456	74	286	1.394E-25	111
family_2_tr|A0A3G9K4E1|A0A3G9K4E1_MICVR	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.329	279	181	3	18	294	13	287	4.178E-43	159
family_3_tr|A0A0D0V6B1|A0A0D0V6B1_9ACTN	tr|A0A7M1CIS8|A0A7M1CIS8_9CAUD Major capsid protein OS=Microbacterium phage Quenya OX=2776868 GN=7 PE=4 SV=1	0.317	236	128	11	79	286	159	389	1.959E-12	67
family_3_tr|A0A246R9B9|A0A246R9B9_9ACTN	tr|A0A7M1CIS8|A0A7M1CIS8_9CAUD Major capsid protein OS=Microbacterium phage Quenya OX=2776868 GN=7 PE=4 SV=1	0.305	219	115	7	104	291	182	394	4.708E-12	66
family_3_tr|A0A3A8THD4|A0A3A8THD4_9DELT	tr|A0A6J5RMV1|A0A6J5RMV1_9CAUD Major_cap_HK97, phage major capsid protein, HK97 family OS=uncultured Caudovirales phage OX=2100421 GN=UFOVP1306_10 PE=4 SV=1	0.252	257	176	4	48	288	154	410	1.542E-19	89
family_3_tr|A0A559UH97|A0A559UH97_9ACTN	tr|A0A7G9V402|A0A7G9V402_9CAUD Major capsid protein OS=Serratia phage vB_SspS_OS31 OX=2769335 GN=phiOS31_p40 PE=4 SV=1	0.222	216	143	7	46	237	131	345	1.342E-04	42
family_1_tr|A8F8I8|A8F8I8_PSELT	tr|A0A7T0LY91|A0A7T0LY91_9CAUD Major capsid protein OS=Halorubrum phage Hardycor1 OX=2793710 GN=mcp PE=4 SV=1	0.242	190	106	6	2	160	58	240	1.599E-05	45
family_1_tr|D3SL86|D3SL86_THEAH	tr|A0A7T0LY91|A0A7T0LY91_9CAUD Major capsid protein OS=Halorubrum phage Hardycor1 OX=2793710 GN=mcp PE=4 SV=1	0.215	293	199	10	8	275	59	345	1.428E-06	48
family_2_tr|A0A1G9PH90|A0A1G9PH90_9PSEU	tr|A0A0S0MZP3|A0A0S0MZP3_9CAUD Putative major head protein OS=Pseudomonas phage PaMx74 OX=1175663 GN=PaMx74_19 PE=4 SV=1	0.289	128	73	6	322	436	158	280	2.333E-04	42
family_2_tr|A0A1H2GCI3|A0A1H2GCI3_9PSEU	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.341	214	141	0	249	462	74	287	8.690E-33	133
family_2_tr|A0A1H5J261|A0A1H5J261_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.340	220	130	5	245	456	74	286	3.208E-27	116
family_2_tr|A0A1H8FF00|A0A1H8FF00_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.306	215	144	4	250	461	74	286	4.616E-22	100
family_2_tr|A0A1I0L4L9|A0A1I0L4L9_9DELT	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.317	214	146	0	245	458	74	287	3.712E-31	128
family_2_tr|A0A1I3Z8F3|A0A1I3Z8F3_9PSEU	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.350	214	139	0	247	460	74	287	5.361E-35	140
family_2_tr|A0A1I6X2E9|A0A1I6X2E9_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.297	239	161	4	220	456	54	287	5.661E-26	112
family_2_tr|A0A1L6PGX9|A0A1L6PGX9_9ACTN	tr|A0A0S0N8I6|A0A0S0N8I6_BPPAM Major head protein OS=Pseudomonas phage PaMx11 OX=1175657 GN=PaMx11_15 PE=4 SV=1	0.300	130	71	7	301	412	131	258	7.102E-04	41
family_2_tr|A0A1M6XLJ7|A0A1M6XLJ7_9ACTN	tr|A0A7G9UT23|A0A7G9UT23_9CAUD Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Xanthomonas phage Xp12 OX=2746072 PE=4 SV=1	0.297	141	81	5	333	466	178	307	3.363E-05	45
family_2_tr|A0A1Q4C4N4|A0A1Q4C4N4_9PROT	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.324	277	183	2	16	291	13	286	9.527E-42	155
family_1_tr|A0A419TAC4|A0A419TAC4_9FIRM	tr|D6PSX7|D6PSX7_9CAUD Putative capsid protein OS=Lactobacillus phage LBR48 OX=755164 PE=4 SV=1	0.222	198	143	5	22	209	16	212	1.795E-04	42
family_1_tr|A0A4P9C5Y2|A0A4P9C5Y2_EUBML	tr|A0A516MM36|A0A516MM36_9VIRU Putative major capsid protein OS=Prokaryotic dsDNA virus sp OX=2591644 GN=GOVbin7368_42 PE=4 SV=1	0.237	278	177	10	14	260	68	341	5.426E-06	46
family_2_tr|D9ULJ3|D9ULJ3_STRS3	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.317	249	147	7	218	456	52	287	9.897E-28	117
family_2_tr|F4XMF4|F4XMF4_9CYAN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.318	298	178	6	17	313	13	286	6.841E-35	136
family_2_tr|G8NP72|G8NP72_GRAMM	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.335	277	182	1	15	291	13	287	1.117E-46	169
family_2_tr|I8QSC9|I8QSC9_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.316	215	144	2	251	463	74	287	1.088E-25	111
family_2_tr|L7E3N5|L7E3N5_MICAE	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.329	279	181	3	18	294	13	287	4.178E-43	159
family_2_tr|N8WD64|N8WD64_9GAMM	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.357	277	175	2	17	292	13	287	9.135E-49	176
family_2_tr|Q13IP1|Q13IP1_PARXL	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.328	277	182	2	16	291	13	286	2.337E-41	154
family_2_tr|R9A2P7|R9A2P7_9LEPT	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.327	284	182	2	14	297	13	287	6.992E-42	156
family_2_tr|V5DMQ3|V5DMQ3_9GAMM	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.335	277	181	2	16	291	13	287	1.732E-47	172
family_2_tr|W9G0W4|W9G0W4_STRFL	tr|A0A0S0N8I6|A0A0S0N8I6_BPPAM Major head protein OS=Pseudomonas phage PaMx11 OX=1175657 GN=PaMx11_15 PE=4 SV=1	0.300	130	71	7	301	412	131	258	9.380E-04	40
family_2_tr|A0A429E9D1|A0A429E9D1_9PSEU	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.300	216	146	2	241	453	74	287	1.001E-23	105
family_2_tr|A0A433ASV3|A0A433ASV3_9MYCO	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.352	281	173	3	20	297	13	287	1.046E-44	164
family_2_tr|A0A495QTS0|A0A495QTS0_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.334	215	140	2	241	453	74	287	7.436E-25	108
family_2_tr|A0A4D8REN0|A0A4D8REN0_AZOBR	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.326	291	179	5	11	295	8	287	1.663E-41	154
family_2_tr|A0A4Q6DH87|A0A4Q6DH87_9GAMM	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.342	277	180	1	16	292	13	287	1.497E-47	172
family_2_tr|A0A4R1DMB4|A0A4R1DMB4_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.359	220	128	4	244	456	74	287	2.860E-30	125
family_2_tr|A0A4R3IEV2|A0A4R3IEV2_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.336	214	141	1	252	464	74	287	4.315E-30	125
family_2_tr|A0A4R4Z9S6|A0A4R4Z9S6_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.355	276	171	4	23	295	16	287	5.717E-47	171
family_2_tr|A0A4R7MH41|A0A4R7MH41_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.351	279	174	4	19	294	13	287	9.037E-46	167
family_2_tr|A0A4S2ISB7|A0A4S2ISB7_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.327	220	133	5	245	456	74	286	4.178E-28	119
family_2_tr|A0A370RT06|A0A370RT06_9ACTN	tr|A0A0S0N8I6|A0A0S0N8I6_BPPAM Major head protein OS=Pseudomonas phage PaMx11 OX=1175657 GN=PaMx11_15 PE=4 SV=1	0.303	132	68	8	301	412	131	258	5.377E-04	41
family_2_tr|A0A385D8Y4|A0A385D8Y4_9ACTN	tr|A0A0S0MZP3|A0A0S0MZP3_9CAUD Putative major head protein OS=Pseudomonas phage PaMx74 OX=1175663 GN=PaMx74_19 PE=4 SV=1	0.260	138	90	5	329	462	178	307	9.380E-04	40
family_2_tr|A0A3A4KS43|A0A3A4KS43_9NOCA	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.350	277	177	2	16	291	13	287	1.576E-45	166
family_2_tr|A0A3A8ST58|A0A3A8ST58_9DELT	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.334	227	148	2	230	455	63	287	3.731E-35	140
family_2_tr|A0A3D9LRA9|A0A3D9LRA9_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.320	215	143	2	245	457	74	287	1.409E-25	111
family_2_tr|A0A3G5TCE9|A0A3G5TCE9_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.308	282	187	2	22	302	13	287	7.562E-34	132
family_2_tr|A0A3N1HJF1|A0A3N1HJF1_9PSEU	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.354	217	133	3	247	459	74	287	3.310E-26	113
family_2_tr|A0A3N4UFW1|A0A3N4UFW1_9ACTN	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.331	220	132	5	245	456	74	286	4.434E-25	109
family_2_tr|A0A3P0N3G8|A0A3P0N3G8_9BURK	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.339	277	179	2	16	291	13	286	6.511E-44	162
family_2_tr|A0A3R9WQM4|A0A3R9WQM4_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.336	238	143	2	224	460	64	287	3.273E-34	138
family_1_tr|A0A1F9NEN4|A0A1F9NEN4_9DELT	tr|A0A516LLR8|A0A516LLR8_9VIRU Uncharacterized protein OS=Prokaryotic dsDNA virus sp OX=2591644 GN=Unbinned3891contig1000_80 PE=4 SV=1	0.321	199	109	6	8	186	56	248	7.466E-11	62
family_1_tr|A0A1M7LGP9|A0A1M7LGP9_9FIRM	tr|D6PSX7|D6PSX7_9CAUD Putative capsid protein OS=Lactobacillus phage LBR48 OX=755164 PE=4 SV=1	0.261	210	112	8	31	218	15	203	3.732E-08	53
family_1_tr|A0A1G3BK77|A0A1G3BK77_9BACT	tr|D6PSX7|D6PSX7_9CAUD Putative capsid protein OS=Lactobacillus phage LBR48 OX=755164 PE=4 SV=1	0.295	122	76	5	90	203	93	212	3.045E-04	41
family_2_tr|G7LNE9|G7LNE9_9GAMM	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.323	291	168	4	19	300	16	286	2.367E-40	151
family_2_tr|I7FQA7|I7FQA7_MYCS2	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.357	280	171	3	16	292	13	286	1.128E-48	175
family_2_tr|L1KRM8|L1KRM8_9ACTN	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.336	232	149	3	235	464	59	287	4.143E-31	128
family_2_tr|N8VJU5|N8VJU5_9GAMM	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.369	214	134	1	1	213	74	287	2.152E-39	145
family_2_tr|Q0YUW9|Q0YUW9_9CHLB	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.381	220	127	4	244	461	74	286	4.177E-38	150
family_2_tr|R8Y3L0|R8Y3L0_ACICA	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.357	277	175	2	17	292	13	287	2.987E-50	180
family_2_tr|V4IV38|V4IV38_9ACTN	tr|A0A0S0MZP3|A0A0S0MZP3_9CAUD Putative major head protein OS=Pseudomonas phage PaMx74 OX=1175663 GN=PaMx74_19 PE=4 SV=1	0.260	138	90	5	329	462	178	307	9.380E-04	40
family_2_tr|W9AS72|W9AS72_9MYCO	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.347	279	175	3	16	292	13	286	3.326E-42	156
family_3_tr|A0A1C6VMF2|A0A1C6VMF2_9ACTN	tr|A0A6J5RMV1|A0A6J5RMV1_9CAUD Major_cap_HK97, phage major capsid protein, HK97 family OS=uncultured Caudovirales phage OX=2100421 GN=UFOVP1306_10 PE=4 SV=1	0.291	261	163	5	41	279	145	405	3.430E-16	78
family_3_tr|A0A371Q627|A0A371Q627_9ACTN	tr|G9FHY2|G9FHY2_9CAUD Major capsid protein OS=Nocardia phage NBR1 OX=1109711 PE=4 SV=1	0.275	145	73	6	91	207	243	383	6.106E-04	40
family_2_tr|A0A1Z3YWX9|A0A1Z3YWX9_BURCE	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.339	277	179	2	16	291	13	286	8.876E-44	161
family_2_tr|A0A212T4E9|A0A212T4E9_9BURK	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.346	277	177	2	16	291	13	286	4.793E-45	165
family_2_tr|A0A229T0F3|A0A229T0F3_9PSEU	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.333	240	154	4	216	452	51	287	2.235E-27	116
family_2_tr|A0A240ECL8|A0A240ECL8_9GAMM	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.364	277	173	2	17	292	13	287	4.077E-50	180
family_2_tr|A0A259UYT2|A0A259UYT2_9FIRM	tr|A0A6N1NRT6|A0A6N1NRT6_9VIRU Membrane protein OS=Tupanvirus deep ocean OX=2126984 PE=4 SV=1	0.315	222	145	1	240	461	74	288	1.695E-31	129
family_2_tr|A0A290ZKA4|A0A290ZKA4_9RHOO	tr|A0A6N1NNH2|A0A6N1NNH2_9VIRU Type 2A encapsulin shell protein SrpI-like domain-containing protein OS=Tupanvirus soda lake OX=2126985 PE=4 SV=1	0.332	277	181	2	16	291	13	286	6.062E-43	159
family_2_tr|A0A2A3JNJ6|A0A2A3JNJ6_9ACTN	tr|A0A1X9IAH4|A0A1X9IAH4_9CAUD Major head protein OS=Xanthomonas phage Xoo-sp2 OX=1852622 GN=Xoosp2_32 PE=4 SV=1	0.258	147	85	6	336	472	178	310	9.599E-04	40
