MGYP003681970979	PF07068	1	434
MGYP003964804521	PF13252	31	137
MGYP003960842761	PF05065	163	351
MGYP003966774639	PF05065	677	774
MGYP003970145099	PF03864	51	153
MGYP003964140817	PF05065	308	412
MGYP003966709089	PF05065	231	272
MGYP003756792065	PF05065	235	267
MGYP003982462987	PF05065	32	81
MGYP003964778207	PF05065	120	289
MGYP003957278597	PF00368	254	273
MGYP003996594435	CL0373	244	353
MGYP003960879907	PF05065	86	368
MGYP003967452453	PF03864	287	312
MGYP003996594435	PF11651	114	147
MGYP003966774639	PF13332	225	249
MGYP003999896697	PF00171	317	353
MGYP003961632451	CL0193	469	521
MGYP003683091017	PF03864	27	128
MGYP003965067489	PF05065	206	228
MGYP003965508759	PF07068	1	389
MGYP003964727783	CL0373	325	346
MGYP003683085699	CL0105	55	87
MGYP003964503913	PF07068	1	433
MGYP003962966989	PF05065	221	269
MGYP003970870015	CL0084	503	528
MGYP003965023667	CL0373	77	106
MGYP003968605607	PF07068	1	437
MGYP003960856985	PF05065	34	311
MGYP003957696183	PF07068	1	396
MGYP003957391261	PF05065	277	344
MGYP003964804521	PF11651	1	296
MGYP003971888849	PF07068	1	417
MGYP004290004069	PF19821	7	290
MGYP003964778207	PF05065	303	337
MGYP003995675047	PF05065	31	200
MGYP003683091017	PF03864	211	324
MGYP003964597299	CL0504	320	343
MGYP003964778207	PF05065	367	386
MGYP003995675047	PF05065	276	302
MGYP003981698273	PF07068	8	165
MGYP003681995251	PF05065	40	149
MGYP004303956293	PF19821	4	293
MGYP003965310863	PF07068	1	460
MGYP003964597299	PF17482	1196	1279
MGYP003962813627	PF03743	243	477
MGYP003683085699	PF05065	80	367
MGYP003966231125	PF13252	248	285
MGYP003957391261	PF05065	255	275
MGYP003962966989	PF11651	2	114
MGYP003976373759	PF07068	354	467
MGYP003961632451	CL0193	523	548
MGYP003731189121	PF05065	92	398
MGYP003959461619	PF09950	264	307
MGYP003959461619	PF09950	234	256
MGYP003964517929	PF07068	103	530
MGYP003959461619	PF05065	136	161
MGYP003963105521	PF17236	351	405
MGYP003957150581	PF05065	230	269
MGYP003982462987	PF05065	281	302
MGYP003964778207	PF13252	286	334
MGYP003970145099	PF03864	331	350
MGYP003976833229	PF07068	2	388
MGYP003968975309	PF11651	1	305
MGYP003964159673	PF07068	1	443
MGYP003879864571	PF03864	114	133
MGYP003703364957	PF19307	1	125
MGYP003976373759	PF07068	481	601
MGYP003962813627	PF05065	420	476
MGYP003683036115	PF05065	240	265
MGYP003964727783	PF05065	284	318
MGYP003964778207	PF13252	255	274
MGYP003957568247	PF07068	1	399
MGYP003959213441	PF07068	1	417
MGYP003964597299	PF04984	1130	1182
MGYP003713924915	PF19821	1	278
MGYP003964278155	PF07068	1	451
MGYP003703406679	PF07068	1	438
MGYP003962894435	PF07068	80	117
MGYP003966597929	PF07068	3	381
MGYP003681978353	PF05065	235	310
MGYP003682047203	PF07068	1	424
MGYP003965023667	CL0373	4	35
MGYP003968146765	PF07068	57	540
MGYP003635158787	PF03864	12	342
MGYP003111553763	PF05065	254	549
MGYP003301069051	PF03864	199	258
MGYP000691623308	PF11651	1	400
MGYP003310479714	PF19289	344	382
MGYP003289565808	PF19821	7	233
MGYP000211461756	PF03864	160	185
MGYP001607468387	PF10124	7	272
MGYP003132945684	CL0270	136	158
MGYP003649620036	PF10124	163	234
MGYP003110198603	PF03864	1	339
MGYP001172958129	PF09950	159	207
MGYP001772615312	PF02915	18	136
MGYP001191932810	PF19289	224	443
MGYP000309816849	PF05065	5	293
MGYP003109108042	PF17236	11	317
MGYP003109589657	PF09950	162	194
MGYP003120415204	PF07068	11	520
MGYP003203672706	PF05065	1	227
MGYP003624215084	PF07068	13	473
MGYP003132759300	PF05065	315	351
MGYP000708048110	PF01208	1	290
MGYP003132313019	PF07068	1	453
MGYP000182900259	PF05065	114	411
MGYP000447434197	CL0276	180	270
MGYP003627405887	PF19821	4	274
MGYP001305861203	PF19290	102	238
MGYP003617392644	PF05065	263	306
MGYP003641235505	CL0373	329	465
MGYP003629751249	PF05065	131	240
MGYP003626698609	PF07068	12	478
MGYP003177706257	PF17236	15	308
MGYP002142430524	PF05065	13	300
MGYP000159364289	PF03864	9	43
MGYP003131319121	CL0373	72	96
MGYP003111669453	PF05065	77	296
MGYP003112644784	PF05065	154	179
MGYP003625952718	PF07068	1	442
MGYP003133551900	PF07068	1	456
MGYP000524946382	PF05065	325	354
MGYP003181617349	PF19821	191	210
MGYP003370625885	PF19821	82	146
MGYP003626678028	PF07068	11	523
MGYP001561269381	PF00144	81	124
MGYP003299732395	PF05065	210	262
MGYP001248814232	PF05065	45	328
MGYP001475639915	PF17236	99	386
MGYP003120774602	PF05065	10	148
MGYP003668987585	PF05065	188	210
MGYP003132047476	PF11651	131	272
MGYP000707777425	CL0504	287	309
MGYP003132818581	PF19821	7	161
MGYP003412516821	PF03864	128	199
MGYP003108703271	PF05065	21	77
MGYP003131653029	PF05065	454	568
MGYP001287126028	PF03864	14	356
MGYP001066199695	PF05065	118	406
MGYP003624519842	PF07068	7	384
MGYP003599422104	PF03864	12	359
MGYP003108479725	PF11651	142	167
MGYP003131872477	PF05065	233	307
MGYP003644454888	PF05065	394	417
MGYP000589768888	CL0617	12	288
MGYP003643421673	PF05065	164	198
MGYP000648078212	PF05065	14	319
MGYP001334704839	PF07068	1	230
MGYP000386878201	PF05065	159	267
MGYP003571253482	PF10124	329	366
MGYP003132623006	PF05065	112	133
MGYP001211544537	PF17236	17	311
MGYP003624357255	PF05065	23	349
MGYP001273896388	PF07068	1	230
MGYP003333955921	PF00027	103	194
MGYP001432301777	PF05065	172	239
MGYP001618351815	PF04586	65	90
MGYP003110288290	PF05065	82	149
MGYP001051527774	PF05065	103	361
MGYP001574194798	PF05065	149	480
MGYP003571259331	CL0352	4	23
MGYP003132300841	PF05065	31	326
MGYP003109487664	PF11651	46	140
MGYP003134650983	PF19821	148	300
MGYP000528512092	PF05065	345	473
MGYP001770631215	PF04454	198	331
MGYP003132600887	PF07068	43	77
MGYP000933050709	CL0373	86	224
MGYP003631957172	PF11651	203	235
MGYP003402995099	PF10124	236	270
MGYP001442502992	PF19821	225	244
MGYP003300288638	PF05065	87	366
MGYP003131955645	PF05065	151	477
MGYP003629620038	PF07068	584	616
MGYP000327338568	PF11651	95	134
MGYP003111509763	PF19821	5	314
MGYP001353680179	PF07068	4	391
MGYP003626114519	PF20211	214	422
MGYP003111314148	PF07068	176	582
MGYP003111125251	PF07068	83	559
MGYP003636313397	PF19821	25	146
MGYP001159793770	PF17236	5	310
MGYP003624561357	PF05065	6	274
MGYP003626196855	PF05065	26	250
MGYP003144084116	PF05065	1	59
MGYP003552342907	PF03864	280	323
MGYP000445505184	PF05065	311	375
MGYP003645941756	PF07068	110	564
MGYP003177323587	PF03864	2	351
MGYP000246369355	PF11651	1	303
MGYP000299998028	PF07068	25	536
MGYP000184377096	PF05065	102	425
MGYP003632000317	PF05065	125	162
MGYP003132521497	PF19821	114	219
MGYP003109081032	PF07068	1	453
MGYP003639171433	PF05065	163	193
MGYP000426175665	PF07068	8	462
MGYP003133006128	PF19821	12	309
MGYP003624500434	PF10124	14	263
MGYP003525809059	CL0373	272	297
MGYP003115218442	PF19290	156	184
MGYP003112609429	PF10124	493	622
MGYP003113190076	PF05065	102	127
MGYP003671894283	PF05065	32	81
MGYP001467190721	PF17236	25	322
MGYP003633027859	CL0373	388	479
MGYP003631839619	PF07068	259	290
MGYP003371372642	PF03864	109	262
MGYP003089423381	PF05065	988	1008
MGYP003300824391	PF05065	205	224
MGYP000934677593	PF07179	85	116
MGYP003624544576	PF07068	115	600
MGYP001303036468	PF07068	196	245
MGYP003110138271	PF03864	105	156
MGYP003093459314	PF05065	735	774
MGYP003387424909	CL0193	306	328
MGYP003624351490	PF09950	77	228
MGYP000393019041	PF05065	252	284
MGYP000451522494	PF09950	121	385
MGYP001266608219	PF13252	145	194
MGYP001257020503	PF05065	193	321
MGYP003637516388	PF05065	578	597
MGYP000339140716	PF00364	196	233
MGYP003625609696	PF05065	37	334
MGYP001307594630	PF05065	7	274
MGYP000010883151	PF03864	232	254
MGYP003633222495	PF10124	163	242
MGYP003624770165	PF07068	80	560
MGYP000016301920	CL0193	454	487
MGYP003108782708	PF19821	5	284
MGYP001418332706	PF07068	3	466
MGYP003331383120	PF11651	1	418
MGYP000234497171	PF05065	75	375
MGYP001637419635	PF03864	5	356
MGYP003636332316	CL0105	39	107
MGYP002184911033	PF05065	102	392
MGYP001771184553	PF05065	200	264
MGYP003629471044	PF19821	7	155
MGYP001369841277	CL0373	590	642
MGYP003111612724	PF19821	44	77
MGYP001661260214	PF09950	127	151
MGYP003299545883	PF07068	391	445
MGYP003634764512	PF05065	175	222
MGYP001563191364	PF00144	119	148
MGYP000186859335	PF03864	260	335
MGYP003630961658	PF20036	283	337
MGYP001228398725	PF05065	24	225
MGYP000190040424	PF03864	1	340
MGYP000251244874	PF05065	100	323
MGYP003638600404	PF05065	13	289
MGYP001293722808	PF03864	321	350
MGYP003134521699	PF17236	162	307
MGYP003300616025	PF05065	296	329
MGYP003113471374	PF05065	22	310
MGYP003109274228	PF03573	217	239
MGYP003109631928	PF05065	73	338
MGYP003641351059	CL0378	311	336
MGYP003132393259	PF05065	59	226
MGYP000005941990	PF03864	3	351
MGYP001187212973	PF07068	1	467
MGYP003631059580	PF05065	259	317
MGYP001321322447	PF05065	60	112
MGYP003384745367	PF05065	397	423
MGYP001380357502	PF07068	1	434
MGYP003110206078	PF05065	9	74
MGYP001626330305	PF04454	153	309
MGYP003132049937	PF05065	639	663
MGYP003108574509	PF05065	35	235
MGYP003276179584	PF05065	8	291
MGYP000073835409	PF01642	122	141
MGYP003131885875	PF05065	23	167
MGYP001306389294	PF05065	16	313
MGYP003110879430	PF11651	163	189
MGYP003111536107	PF05065	27	71
MGYP003121973162	PF17236	161	407
MGYP001257482413	PF19821	90	115
MGYP003120316509	PF05065	25	74
MGYP003111157199	PF05065	158	181
MGYP000988917496	PF07179	61	116
MGYP001453146542	PF07068	60	200
MGYP003636499373	PF09950	81	300
MGYP003109492177	PF19821	181	204
MGYP001161325278	PF05065	40	315
MGYP003111157199	PF05065	268	296
MGYP003671041017	PF07068	4	477
MGYP003111460778	PF05065	231	254
MGYP003132054774	PF19289	299	360
MGYP003630947539	PF07068	570	624
MGYP001462613753	CL0084	105	178
MGYP003121197236	PF03864	12	56
MGYP000181477397	PF05065	96	403
MGYP001312474098	PF05065	299	346
MGYP001629508025	PF10124	365	399
MGYP003370907635	PF05065	277	316
MGYP003120666440	PF05065	204	251
MGYP003387594271	PF07068	37	544
MGYP003111618540	PF17236	204	320
MGYP003627813110	PF09950	81	124
MGYP003639349033	PF11651	19	255
MGYP000152768426	PF05065	94	177
MGYP003110663154	PF19821	4	285
MGYP003134679394	PF05065	43	111
MGYP003133842258	PF10124	168	238
MGYP001372305646	PF17236	279	423
MGYP003291440675	PF02368	336	432
MGYP003109173659	PF19821	12	80
MGYP000425495949	PF05065	9	290
MGYP003637247797	PF07068	308	329
MGYP003132813264	PF19821	9	157
MGYP003136878340	PF11651	110	137
MGYP000109107925	PF05065	228	374
MGYP000287516730	PF05065	159	180
MGYP003630386289	PF05065	61	134
MGYP003669246327	PF05065	26	296
MGYP001165099233	PF07068	1	451
MGYP003624330748	CL0373	59	79
MGYP003133966753	PF05065	317	358
MGYP003664056154	PF13715	100	125
MGYP001337200175	PF19821	39	316
MGYP003290089060	PF03864	264	289
MGYP002495797164	PF10124	395	603
MGYP001499707795	PF05065	202	261
MGYP003371012978	PF11651	1	367
MGYP000364323008	PF07068	509	589
MGYP001395732023	PF19821	7	161
MGYP003118733393	PF05065	237	261
MGYP003628030140	PF11651	89	108
MGYP001274454975	PF19821	8	273
MGYP003097909287	PF17236	15	139
MGYP003626460438	PF05065	52	343
MGYP003643223497	PF07068	1	442
MGYP000029868692	PF05065	98	402
MGYP003142909749	PF19821	163	212
MGYP000129202760	PF05065	83	376
MGYP000088626208	PF01992	91	119
MGYP003132644972	PF05065	186	209
MGYP000000639651	PF05065	65	243
MGYP001438845689	PF07068	1	457
MGYP003131982119	PF09950	163	200
MGYP003120259887	PF07068	105	587
MGYP003630998579	CL0373	162	217
MGYP003133019575	PF04586	104	223
MGYP003633518874	PF07068	120	409
MGYP001323499150	PF05065	665	695
MGYP000578731216	PF11651	1	279
MGYP003402263248	PF05065	524	557
MGYP003331031412	PF03864	174	198
MGYP001558730177	PF11651	27	75
MGYP003110882810	PF05065	39	186
MGYP001464169453	PF07068	1	435
MGYP003671657506	PF07068	343	362
MGYP003143578079	PF19289	287	307
MGYP001500833458	PF07068	2	457
MGYP003110779065	PF05065	274	317
MGYP000554443474	PF03864	2	359
MGYP000665034534	CL0373	244	267
MGYP000344225611	PF07068	1	444
MGYP000439234269	PF19821	1	278
MGYP001345021447	PF17236	18	311
MGYP001242696478	PF05065	199	359
MGYP003366855413	PF05065	237	287
MGYP003670902183	PF05065	270	312
MGYP003334103235	PF09950	104	132
MGYP001395333406	PF07068	2	484
MGYP003131591559	PF05065	22	284
MGYP001471313547	PF13252	195	226
MGYP001036558090	PF12733	399	485
MGYP001238144834	PF11651	258	325
MGYP000594249855	PF03864	1	337
MGYP003305474659	PF17236	15	293
MGYP000118723915	CL0160	281	303
MGYP001206727548	PF05065	208	296
MGYP003669264867	PF05065	85	124
MGYP000025891907	PF03864	3	341
MGYP003392993226	PF11651	224	361
MGYP003108916196	PF13252	66	100
MGYP003112609429	PF04586	19	185
MGYP003644729986	PF03864	6	338
MGYP003142724918	PF05065	336	360
MGYP003112420334	PF07068	242	305
MGYP003144594441	PF05065	203	222
MGYP003629718165	PF05065	29	60
MGYP001771228681	PF07068	6	429
MGYP001149314384	PF05065	5	289
MGYP001378105651	PF19821	2	274
MGYP003115984661	PF05065	190	221
MGYP000368295919	PF03864	115	367
MGYP001181693729	PF05065	207	259
MGYP003305724783	PF17236	22	312
MGYP003110584355	PF07068	1	482
MGYP000569162638	PF17236	12	313
MGYP000437710599	PF17236	16	197
MGYP003143249647	CL0193	494	571
MGYP001637371330	PF10124	360	397
MGYP001477429718	PF05065	303	363
MGYP003628586509	PF05065	15	298
MGYP003132922932	PF05065	41	82
MGYP003631570727	PF07068	3	385
MGYP003636681421	PF05065	155	178
MGYP000682661275	PF05065	92	192
MGYP003582791372	PF04586	2	165
MGYP003648506991	PF19821	5	290
MGYP003324871505	PF11651	2	282
MGYP003131906828	PF05065	265	298
MGYP003629561006	PF11651	1	143
MGYP003571258258	PF07068	286	318
MGYP003633587482	PF19821	43	321
MGYP000362778285	PF03864	21	296
MGYP003632919686	PF05065	208	278
MGYP003624746639	PF07068	64	550
MGYP001439002623	PF07068	107	573
MGYP003632604891	PF19821	19	316
MGYP003131695247	PF09950	83	141
MGYP003083071914	PF11651	191	223
MGYP000582475388	PF11651	8	306
MGYP000180225797	PF05065	100	132
MGYP001174160090	PF05065	114	414
MGYP003639905405	CL0084	573	605
MGYP003130888144	PF19821	6	284
MGYP000073835409	PF05065	115	170
MGYP003387594271	PF00593	501	550
MGYP001560481303	PF20036	1	319
MGYP003363530338	PF05065	163	204
MGYP003369483701	PF05065	442	496
MGYP003131792102	PF05065	32	83
MGYP003292316080	PF14022	106	128
MGYP003109778948	PF05065	93	375
MGYP003633225274	PF05065	24	73
MGYP003640629872	PF07068	18	530
MGYP003109036112	PF17236	357	380
MGYP003109515382	PF10124	109	232
MGYP000660386631	PF03864	14	348
MGYP003629920402	PF05065	246	309
MGYP003625692716	PF19289	261	397
MGYP000252183091	PF03864	4	339
MGYP000015830654	PF03864	37	396
MGYP001173181791	PF05065	10	258
MGYP003109473534	PF05065	78	156
MGYP003390045612	PF04586	3	193
MGYP003333118812	PF03864	163	222
MGYP003111695431	PF05065	285	310
MGYP000089485716	PF03864	163	184
MGYP003143587845	PF07068	12	514
MGYP003110129349	PF05065	134	156
MGYP000013348204	PF05065	263	282
MGYP003333617721	PF03496	553	576
MGYP000000639651	PF05065	281	318
MGYP001345436754	PF07068	1	479
MGYP003110031609	PF05065	241	260
MGYP003624501209	CL0373	439	470
MGYP003131636250	PF05065	144	353
MGYP003133032546	PF05065	35	153
MGYP003640218976	PF07068	9	483
MGYP003131561336	PF04984	224	316
MGYP001462613753	PF09950	129	163
MGYP003111289283	PF10124	163	242
MGYP003332506651	PF07068	1	457
MGYP003633321797	PF05065	255	286
MGYP001433073694	PF17236	121	378
MGYP003370231009	PF03864	6	343
MGYP001809684380	CL0223	55	86
MGYP003111434457	PF03864	185	210
MGYP003631647751	PF09950	82	115
MGYP000610950383	CL0373	237	293
MGYP001468043926	PF03864	5	338
MGYP003110758138	PF05065	222	266
MGYP003131611453	PF05065	95	132
MGYP003147387893	PF11091	33	58
MGYP001661103944	PF05065	55	77
MGYP003131536371	PF19821	19	53
MGYP003369814733	PF05065	162	349
MGYP001177264451	PF07068	2	463
MGYP003667595412	PF07068	521	542
MGYP001371416440	PF07068	2	466
MGYP003629521487	PF10124	162	231
MGYP003642623987	PF19821	24	280
MGYP001227283935	PF19821	8	77
MGYP001161054646	PF19821	17	308
MGYP001200097768	PF10124	109	131
MGYP003669677428	PF07068	237	485
MGYP003122359069	PF07068	77	109
MGYP003297354499	PF07068	1	465
MGYP003333633880	PF04586	2	149
MGYP001288106776	PF05065	128	147
MGYP003109947192	PF11651	22	91
MGYP003663392241	PF07068	20	520
MGYP003625492183	PF07068	91	574
MGYP003624591890	PF07068	68	534
MGYP001191085458	PF05065	99	227
MGYP001460457109	PF19289	333	359
MGYP002495798808	PF17236	165	184
MGYP003110687416	PF10124	162	226
MGYP001381564994	PF19821	9	152
MGYP000631060371	PF05065	92	162
MGYP000028081687	PF04586	31	169
MGYP000979850264	PF05065	10	309
MGYP000354132616	CL0254	35	116
MGYP001622924844	PF03864	4	356
MGYP003334355333	PF05065	202	257
MGYP003626109891	PF07068	29	521
MGYP001374095183	PF13252	280	305
MGYP003637443324	PF03864	14	90
MGYP000050261978	PF03864	1	342
MGYP003132853531	PF05065	29	158
MGYP003131853219	PF17236	243	319
MGYP003203854592	PF11651	2	93
MGYP003288446744	PF05065	282	355
MGYP003301045632	PF05065	134	162
MGYP001313150783	PF05065	80	283
MGYP001447936940	PF11651	17	335
MGYP003108717226	PF05065	78	228
MGYP000465937475	PF11651	6	75
MGYP003108701992	PF10124	183	235
MGYP000513221765	PF11651	1	273
MGYP001499649262	PF05065	286	321
MGYP001331587303	PF20036	122	217
MGYP003640243844	PF09950	81	209
MGYP001216988997	PF17236	80	387
MGYP003131653338	PF17236	327	424
MGYP003123465216	PF05065	317	365
MGYP001657669001	PF05065	390	472
MGYP000193227441	PF03864	14	55
MGYP003181145303	PF03864	234	268
MGYP001489974079	PF19821	31	247
MGYP000298865520	PF11651	1	376
MGYP003626068971	PF07068	528	547
MGYP000750535506	PF05065	352	617
MGYP000010416465	PF05065	62	180
MGYP001772626497	PF04454	177	323
MGYP000592719162	PF05065	103	410
MGYP003601772793	PF03864	68	95
MGYP001468653041	PF17236	324	364
MGYP000280278671	PF17236	263	282
MGYP000088626208	PF03864	133	176
MGYP003253327027	PF05065	90	411
MGYP000333246205	PF03864	163	260
MGYP003198706716	PF03864	161	195
MGYP003631150424	PF05065	268	297
MGYP003332678564	PF07068	1	445
MGYP001806621405	PF07068	1	451
MGYP003629800832	PF07068	4	416
MGYP001170773978	PF05065	254	282
MGYP003111765867	CL0103	158	208
MGYP001481976400	PF07068	1	432
MGYP003585620010	PF11651	199	224
MGYP003288123158	PF03864	5	333
MGYP003639524335	PF05065	12	281
MGYP001351906499	PF13252	165	191
MGYP001250449728	PF05065	35	69
MGYP001202977604	PF05065	188	258
MGYP001191085458	PF05065	229	267
MGYP000349498918	CL0010	102	128
MGYP003132204174	PF09950	272	296
MGYP003145422468	PF17236	129	402
MGYP000090034672	PF03864	102	159
MGYP003627305907	PF07068	463	531
MGYP003626625244	PF09950	103	123
MGYP000020766803	PF19821	1	274
MGYP003111266203	PF17236	373	394
MGYP003108436031	PF09950	243	273
MGYP001667778300	PF03864	6	208
MGYP001494085033	PF05065	76	365
MGYP003624268298	PF07068	59	547
MGYP000657795826	PF05065	284	432
MGYP000645459307	PF03864	2	341
MGYP003177054541	PF10124	370	445
MGYP000848319187	PF04454	1	254
MGYP003645679932	PF19821	5	287
MGYP001430526070	CL0373	33	54
MGYP000421713222	PF03864	146	198
MGYP003131135540	PF07068	376	396
MGYP003629448430	PF07068	451	491
MGYP003641124846	PF07068	13	537
MGYP003310686206	PF17236	16	317
MGYP003146063898	PF19821	9	50
MGYP001378948729	PF17236	132	422
MGYP003130779396	PF07068	15	494
MGYP003642622593	PF07068	201	436
MGYP003134340507	PF19821	43	137
MGYP000000403925	PF09950	55	347
MGYP003639207972	PF07068	1	443
MGYP003633159060	PF03864	77	111
MGYP001183789583	PF17236	6	322
MGYP001394323177	PF13252	207	230
MGYP003143654990	PF17236	196	257
MGYP000317120445	CL0373	88	139
MGYP000593018522	PF02368	373	427
MGYP003640986049	PF03864	128	152
MGYP000578077584	PF05065	356	375
MGYP000121921900	PF05125	4	346
MGYP000350470690	PF11651	1	240
MGYP003392971715	PF05065	114	144
MGYP003664171543	PF05065	114	137
MGYP001138976252	PF03864	2	339
MGYP003122851099	PF19821	84	117
MGYP000663648117	PF10124	370	445
MGYP003108960649	PF05065	187	209
MGYP003630386289	PF05065	172	211
MGYP003391900473	PF07179	50	108
MGYP003108450340	PF05065	26	72
MGYP000638490710	PF05065	183	207
MGYP003109249421	PF03864	243	300
MGYP001229946924	PF19821	5	289
MGYP003626905298	PF07068	101	535
MGYP003641035558	PF05065	333	659
MGYP003109088842	PF03864	259	338
MGYP001622894278	PF09950	290	310
MGYP001579345120	PF17236	9	314
MGYP001161242014	PF19821	163	232
MGYP003633769072	PF05065	325	403
MGYP003369749926	PF10124	369	395
MGYP000641473561	PF03864	16	67
MGYP003141835838	PF19821	10	151
MGYP003130821631	PF05065	639	664
MGYP003669088191	PF07068	120	392
MGYP003132501908	PF07068	83	550
MGYP000165143887	PF05065	110	394
MGYP000029781218	CL0052	141	164
MGYP001431630706	PF11651	25	290
MGYP003110037906	PF05065	33	94
MGYP003630718417	PF05065	162	185
MGYP003599813224	PF03864	12	311
MGYP003276937307	PF02368	316	401
MGYP003190688875	CL0373	232	262
MGYP003624442237	PF13252	20	59
MGYP000640974079	PF03864	155	182
MGYP003111460778	PF05065	256	278
MGYP003177497296	PF03864	1	359
MGYP001407413118	PF07068	42	525
MGYP003332712810	PF13252	158	313
MGYP000389601037	PF05065	335	643
MGYP003110138271	PF03864	32	102
MGYP003131564041	PF05065	747	1024
MGYP001254324660	PF19821	5	285
MGYP003624165176	PF07068	256	454
MGYP003626665334	PF10124	82	281
MGYP003634722403	PF07068	1	461
MGYP000180396719	PF05065	240	265
MGYP000572385841	PF05065	8	296
MGYP003562042578	PF05065	183	214
MGYP001750644304	CL0373	276	314
MGYP003632019212	PF11651	167	189
MGYP001372747942	PF07068	4	385
MGYP000194436583	PF07068	72	540
MGYP003133046482	PF05065	149	182
MGYP003109228412	PF19821	6	289
MGYP003106691186	PF05065	253	517
MGYP003308096477	PF05065	310	593
MGYP003630084748	PF05065	331	380
MGYP003143830794	PF19821	137	279
MGYP001372061914	CL0373	17	37
MGYP001772779378	PF00669	64	89
MGYP003133061285	PF05065	96	151
MGYP000337727645	PF05125	5	334
MGYP003132541298	PF03864	37	101
