Cluster,MGYP,Length,mW,pI,T_maritima_T1,M_xanthus_T3,S_elongatus_T1,Q_thermotolerans_T4,Closest Match,Longest Disordered Region (pLDDT)
0,MGYP000305296747,390,41.93209670000003,5.996763801574706,0.391304347826087,0.3984962406015038,0.3562653562653562,0.4005037783375315,Q_thermotolerans_T4,15.0
0,MGYP003631999817,381,39.87881440000009,4.883344841003418,0.3887468030690537,0.41854636591478694,0.37837837837837834,0.42317380352644834,Q_thermotolerans_T4,9.0
0,MGYP003342430370,389,40.961550100000046,4.5470853805542,0.3989769820971867,0.4085213032581454,0.36855036855036855,0.40806045340050373,M_xanthus_T3,18.0
0,MGYP000016510006,412,44.08275890000007,5.467592811584471,0.3938618925831202,0.41102756892230574,0.41277641277641275,0.4181360201511335,Q_thermotolerans_T4,18.0
0,MGYP000362831547,412,44.11887710000006,5.467592811584471,0.4092071611253197,0.3984962406015038,0.4201474201474201,0.4030226700251889,S_elongatus_T1,18.0
0,MGYP000626451181,412,44.092796800000066,5.467592811584471,0.411764705882353,0.4035087719298246,0.42260442260442255,0.40806045340050373,S_elongatus_T1,18.0
0,MGYP001471313547,388,41.50483220000008,5.48271198272705,0.39641943734015345,0.4160401002506266,0.43243243243243246,0.41561712846347604,S_elongatus_T1,27.0
0,MGYP001177176500,327,35.50142470000002,5.1157026290893555,0.37084398976982097,0.39348370927318294,0.3955773955773956,0.4030226700251889,Q_thermotolerans_T4,16.0
0,MGYP000370158851,319,33.52854580000003,7.6243482589721685,0.38107416879795397,0.4085213032581454,0.41031941031941027,0.4105793450881612,Q_thermotolerans_T4,11.0
0,MGYP003584425436,320,35.055301500000034,5.348799324035644,0.35038363171355497,0.3609022556390978,0.4054054054054054,0.38539042821158687,S_elongatus_T1,30.0
0,MGYP000275805277,327,35.745415000000044,8.819742393493652,0.3887468030690537,0.4160401002506266,0.41523341523341517,0.43073047858942065,Q_thermotolerans_T4,18.0
0,MGYP000647406549,327,35.77840180000003,8.819742393493652,0.3887468030690537,0.4160401002506266,0.41523341523341517,0.43073047858942065,Q_thermotolerans_T4,18.0
0,MGYP003110930500,353,38.10900220000001,5.149749183654785,0.3631713554987212,0.39348370927318294,0.36609336609336607,0.3929471032745592,M_xanthus_T3,70.0
0,MGYP003130762430,353,37.8497365,4.96956958770752,0.36061381074168797,0.39097744360902253,0.36609336609336607,0.3929471032745592,Q_thermotolerans_T4,68.0
0,MGYP003108447838,352,37.91778379999999,4.890279197692871,0.3836317135549872,0.3984962406015038,0.36609336609336607,0.4005037783375315,Q_thermotolerans_T4,68.0
0,MGYP003624470077,352,37.794441299999995,4.729822731018066,0.37084398976982097,0.3959899749373434,0.3759213759213759,0.4030226700251889,Q_thermotolerans_T4,69.0
0,MGYP001382135965,334,35.60707640000003,5.317537879943848,0.35294117647058826,0.37844611528822053,0.36855036855036855,0.3904282115869017,Q_thermotolerans_T4,30.0
0,MGYP000615025357,308,33.50260790000004,4.615349006652831,0.36828644501278773,0.3984962406015038,0.3857493857493857,0.4005037783375315,Q_thermotolerans_T4,16.0
0,MGYP003644684321,305,33.25362020000003,5.245693397521971,0.3631713554987212,0.3884711779448622,0.3759213759213759,0.39546599496221657,Q_thermotolerans_T4,17.0
0,MGYP003110987429,301,32.892927700000016,4.713737297058105,0.3657289002557545,0.3959899749373434,0.3808353808353808,0.4005037783375315,Q_thermotolerans_T4,15.0
0,MGYP003108924102,301,32.75188440000001,4.869248771667479,0.3657289002557545,0.4010025062656642,0.3857493857493857,0.4030226700251889,Q_thermotolerans_T4,16.0
0,MGYP003132740542,301,32.737840900000016,5.016063880920409,0.36828644501278773,0.3959899749373434,0.3857493857493857,0.4030226700251889,Q_thermotolerans_T4,17.0
0,MGYP003637833307,297,31.743726400000007,4.960645866394042,0.37851662404092073,0.4160401002506266,0.3759213759213759,0.4206549118387909,Q_thermotolerans_T4,20.0
0,MGYP001501161619,324,34.261872700000026,4.8304845809936525,0.35805626598465473,0.39097744360902253,0.37100737100737097,0.397984886649874,Q_thermotolerans_T4,29.0
0,MGYP003109229875,331,35.356681400000014,4.592386054992676,0.3631713554987212,0.39097744360902253,0.3759213759213759,0.38539042821158687,M_xanthus_T3,28.0
0,MGYP003644742191,329,35.43967010000001,4.61796360015869,0.37595907928388744,0.4010025062656642,0.3857493857493857,0.4005037783375315,M_xanthus_T3,37.0
0,MGYP003131603138,329,35.497815200000026,4.496498680114747,0.37084398976982097,0.4035087719298246,0.38329238329238324,0.40554156171284633,Q_thermotolerans_T4,37.0
0,MGYP003626196855,322,34.07470570000001,4.746476554870605,0.3836317135549872,0.4085213032581454,0.37837837837837834,0.4005037783375315,M_xanthus_T3,32.0
0,MGYP003144278637,329,35.353836500000014,4.6921384811401365,0.38107416879795397,0.4085213032581454,0.3857493857493857,0.40806045340050373,M_xanthus_T3,32.0
0,MGYP003131978844,324,34.65709710000002,4.707769203186035,0.38618925831202044,0.4135338345864662,0.3906633906633906,0.4206549118387909,Q_thermotolerans_T4,28.0
0,MGYP003114965192,282,30.409454199999992,4.497976493835449,0.37595907928388744,0.4085213032581454,0.3931203931203931,0.4105793450881612,Q_thermotolerans_T4,6.0
0,MGYP003325740347,290,31.5270201,4.676848793029785,0.38618925831202044,0.4160401002506266,0.4004914004914005,0.41561712846347604,M_xanthus_T3,19.0
0,MGYP003390016010,283,30.81047370000001,4.890847587585449,0.38618925831202044,0.40601503759398494,0.3882063882063882,0.40806045340050373,Q_thermotolerans_T4,3.0
0,MGYP003669342811,323,34.79727270000003,4.656329917907715,0.391304347826087,0.41102756892230574,0.3882063882063882,0.4181360201511335,Q_thermotolerans_T4,19.0
0,MGYP003639185136,273,29.71295259999999,5.659879112243652,0.3836317135549872,0.4160401002506266,0.3808353808353808,0.4382871536523929,Q_thermotolerans_T4,10.0
0,MGYP001806042230,272,29.96766240000001,6.303694343566895,0.3836317135549872,0.4210526315789474,0.3857493857493857,0.44080604534005036,Q_thermotolerans_T4,11.0
0,MGYP003111488428,282,29.714198700000008,5.045051765441894,0.3938618925831202,0.4385964912280702,0.398034398034398,0.44080604534005036,Q_thermotolerans_T4,12.0
0,MGYP001426423978,286,30.233752900000024,5.526023292541503,0.3989769820971867,0.43107769423558895,0.3955773955773956,0.43073047858942065,M_xanthus_T3,12.0
0,MGYP003134650983,302,31.67625860000001,5.16776714324951,0.39641943734015345,0.41854636591478694,0.4029484029484029,0.4206549118387909,Q_thermotolerans_T4,36.0
0,MGYP001383147830,294,30.76206860000003,5.1326406478881825,0.38618925831202044,0.4210526315789474,0.3882063882063882,0.42569269521410574,Q_thermotolerans_T4,32.0
0,MGYP003131744986,293,30.930321300000013,4.971388435363769,0.3887468030690537,0.42355889724310775,0.3955773955773956,0.4357682619647355,Q_thermotolerans_T4,31.0
0,MGYP001387098497,294,31.189613900000037,5.360053443908691,0.391304347826087,0.4260651629072682,0.3906633906633906,0.4382871536523929,Q_thermotolerans_T4,32.0
0,MGYP003131763798,281,31.135694300000004,5.8997396469116214,0.3631713554987212,0.40601503759398494,0.3808353808353808,0.4030226700251889,M_xanthus_T3,14.0
0,MGYP003145474920,296,31.520821399999985,4.869248771667479,0.38618925831202044,0.40601503759398494,0.41769041769041765,0.4181360201511335,Q_thermotolerans_T4,23.0
0,MGYP001198864080,292,31.19554050000002,4.546175956726075,0.38107416879795397,0.4085213032581454,0.4201474201474201,0.42317380352644834,Q_thermotolerans_T4,23.0
0,MGYP003111172809,291,30.87948250000002,4.9854845046997065,0.4015345268542199,0.4285714285714286,0.41277641277641275,0.44080604534005036,Q_thermotolerans_T4,26.0
0,MGYP003131803286,369,39.372275300000005,6.14164638519287,0.3887468030690537,0.40601503759398494,0.3464373464373464,0.4181360201511335,Q_thermotolerans_T4,48.0
0,MGYP001581017709,283,30.95226460000004,5.473163032531737,0.36828644501278773,0.3709273182957394,0.3906633906633906,0.397984886649874,Q_thermotolerans_T4,19.0
0,MGYP003334083347,325,35.07671100000004,4.537763786315918,0.3657289002557545,0.3884711779448622,0.36363636363636365,0.39546599496221657,Q_thermotolerans_T4,41.0
0,MGYP003624557185,313,33.5154072,5.0926828384399405,0.3657289002557545,0.3834586466165414,0.3587223587223587,0.3929471032745592,Q_thermotolerans_T4,39.0
0,MGYP003630292458,279,30.560734500000006,5.388757133483887,0.36061381074168797,0.3834586466165414,0.3759213759213759,0.3929471032745592,Q_thermotolerans_T4,12.0
0,MGYP001636505415,281,30.4553721,4.910968589782715,0.36828644501278773,0.4085213032581454,0.3857493857493857,0.42569269521410574,Q_thermotolerans_T4,12.0
0,MGYP003132011367,292,30.433908100000004,4.717374992370605,0.3989769820971867,0.43107769423558895,0.41031941031941027,0.43073047858942065,M_xanthus_T3,29.0
0,MGYP000184925895,300,32.42308469999999,4.689467048645019,0.40664961636828645,0.4285714285714286,0.4004914004914005,0.43324937027707805,Q_thermotolerans_T4,0.0
1,MGYP000662101795,305,33.75378840000003,5.822893333435059,0.36061381074168797,0.3734335839598998,0.33660933660933656,0.397984886649874,Q_thermotolerans_T4,6.0
1,MGYP001560028752,306,34.37560600000005,4.633537483215332,0.35805626598465473,0.3834586466165414,0.3587223587223587,0.39546599496221657,Q_thermotolerans_T4,9.0
1,MGYP001596099228,302,32.95322740000004,5.805614280700683,0.34782608695652173,0.3533834586466165,0.3415233415233415,0.3576826196473551,Q_thermotolerans_T4,11.0
1,MGYP003132628089,269,29.194484299999978,4.947231864929199,0.2608695652173913,0.2907268170426065,0.30958230958230953,0.3047858942065491,S_elongatus_T1,1.0
1,MGYP003111587628,305,33.43724440000001,4.955132484436034,0.3452685421994885,0.38095238095238093,0.32923832923832924,0.39546599496221657,Q_thermotolerans_T4,3.0
1,MGYP003132116479,305,33.55720760000001,4.973150444030761,0.340153452685422,0.3734335839598998,0.32923832923832924,0.3904282115869017,Q_thermotolerans_T4,1.0
1,MGYP003110748565,303,33.247034100000015,5.195731925964354,0.3452685421994885,0.38095238095238093,0.32923832923832924,0.3929471032745592,Q_thermotolerans_T4,1.0
1,MGYP003123217689,305,33.40726470000002,5.0907503128051745,0.3452685421994885,0.3759398496240602,0.32923832923832924,0.3929471032745592,Q_thermotolerans_T4,2.0
1,MGYP003109933577,305,33.68342840000002,4.998216438293456,0.3350383631713555,0.3734335839598998,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,2.0
1,MGYP003131886835,305,33.51020760000003,4.956326103210448,0.3375959079283887,0.3684210526315789,0.32923832923832924,0.3828715365239294,Q_thermotolerans_T4,1.0
1,MGYP003108724962,306,33.37395510000002,5.024078178405762,0.3350383631713555,0.3734335839598998,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,1.0
1,MGYP003318839404,305,33.58221370000002,4.912560081481933,0.3452685421994885,0.37844611528822053,0.33660933660933656,0.3929471032745592,Q_thermotolerans_T4,0.0
1,MGYP003111361158,305,33.44413600000002,4.904602622985839,0.340153452685422,0.3709273182957394,0.33415233415233414,0.3879093198992443,Q_thermotolerans_T4,0.0
1,MGYP003122407432,305,33.37110680000002,4.904602622985839,0.340153452685422,0.3734335839598998,0.33415233415233414,0.3879093198992443,Q_thermotolerans_T4,0.0
1,MGYP000241018281,305,33.40505700000002,4.904602622985839,0.340153452685422,0.3709273182957394,0.33415233415233414,0.3879093198992443,Q_thermotolerans_T4,2.0
1,MGYP003624265722,305,33.354953600000016,4.950187492370604,0.340153452685422,0.3709273182957394,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,2.0
1,MGYP003629841674,305,33.381978900000014,4.950187492370604,0.34271099744245526,0.3734335839598998,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,2.0
1,MGYP003110482896,305,33.429141600000015,5.105585289001463,0.340153452685422,0.3709273182957394,0.33169533169533166,0.38539042821158687,Q_thermotolerans_T4,2.0
1,MGYP001400910990,305,33.390087200000025,4.956326103210448,0.3350383631713555,0.3709273182957394,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,1.0
1,MGYP001159422903,305,33.34706250000002,4.956326103210448,0.33248081841432225,0.3684210526315789,0.33169533169533166,0.38539042821158687,Q_thermotolerans_T4,0.0
1,MGYP003131024615,305,33.423181400000026,4.956326103210448,0.34271099744245526,0.3759398496240602,0.33169533169533166,0.3904282115869017,Q_thermotolerans_T4,2.0
1,MGYP003143538661,305,33.50229960000002,4.956326103210448,0.34271099744245526,0.3734335839598998,0.33169533169533166,0.3904282115869017,Q_thermotolerans_T4,2.0
1,MGYP003108986178,305,33.35004310000002,4.904602622985839,0.340153452685422,0.3734335839598998,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,2.0
1,MGYP003120316509,305,33.334043700000024,4.904602622985839,0.340153452685422,0.3709273182957394,0.32923832923832924,0.3879093198992443,Q_thermotolerans_T4,2.0
1,MGYP003132349540,305,33.33903860000002,4.956326103210448,0.340153452685422,0.3709273182957394,0.33169533169533166,0.38539042821158687,Q_thermotolerans_T4,2.0
1,MGYP003146267043,305,33.38009050000002,4.956326103210448,0.340153452685422,0.3684210526315789,0.33169533169533166,0.3828715365239294,Q_thermotolerans_T4,2.0
1,MGYP003147643989,305,33.458073200000015,4.904602622985839,0.329923273657289,0.3659147869674185,0.32923832923832924,0.380352644836272,Q_thermotolerans_T4,0.0
1,MGYP001463477067,305,33.83154590000001,4.955132484436034,0.3452685421994885,0.3759398496240602,0.33415233415233414,0.39546599496221657,Q_thermotolerans_T4,2.0
1,MGYP003122815797,302,33.17683670000002,5.089727210998535,0.340153452685422,0.3709273182957394,0.32923832923832924,0.38539042821158687,Q_thermotolerans_T4,0.0
1,MGYP003131900327,302,33.24896220000001,5.031978797912598,0.3350383631713555,0.3709273182957394,0.32923832923832924,0.3828715365239294,Q_thermotolerans_T4,0.0
1,MGYP001437231829,302,33.12979850000001,4.956326103210448,0.340153452685422,0.3709273182957394,0.32923832923832924,0.38539042821158687,Q_thermotolerans_T4,0.0
1,MGYP003143758531,302,33.21992100000001,4.956326103210448,0.3375959079283887,0.3709273182957394,0.32923832923832924,0.3879093198992443,Q_thermotolerans_T4,0.0
1,MGYP003624438175,303,32.87437750000002,4.840772438049315,0.35038363171355497,0.37844611528822053,0.32923832923832924,0.38539042821158687,Q_thermotolerans_T4,1.0
1,MGYP000623561367,301,32.61997100000002,4.823379707336425,0.35805626598465473,0.3859649122807018,0.33906633906633904,0.40554156171284633,Q_thermotolerans_T4,1.0
1,MGYP003626685010,301,32.72006030000002,4.774611854553222,0.3554987212276215,0.3859649122807018,0.33906633906633904,0.40554156171284633,Q_thermotolerans_T4,1.0
1,MGYP003111168657,301,32.68707700000002,4.783308219909667,0.35805626598465473,0.3859649122807018,0.33906633906633904,0.40554156171284633,Q_thermotolerans_T4,1.0
1,MGYP003110041355,307,33.622956200000004,4.891984367370605,0.3452685421994885,0.37844611528822053,0.32678132678132676,0.39546599496221657,Q_thermotolerans_T4,6.0
1,MGYP003638283004,307,33.60815170000001,4.955644035339354,0.34782608695652173,0.38095238095238093,0.32923832923832924,0.397984886649874,Q_thermotolerans_T4,0.0
1,MGYP003633099443,302,33.27163640000005,4.744941902160644,0.35294117647058826,0.37844611528822053,0.32923832923832924,0.38539042821158687,Q_thermotolerans_T4,0.0
1,MGYP003108423826,302,33.19864250000005,4.706291389465331,0.34782608695652173,0.37844611528822053,0.32923832923832924,0.4005037783375315,Q_thermotolerans_T4,1.0
1,MGYP001169157754,303,33.110649600000045,4.84014720916748,0.35038363171355497,0.3859649122807018,0.33169533169533166,0.4005037783375315,Q_thermotolerans_T4,1.0
1,MGYP003132612910,303,33.14271460000004,4.84014720916748,0.3452685421994885,0.3884711779448622,0.33415233415233414,0.4005037783375315,Q_thermotolerans_T4,0.0
1,MGYP003121347886,303,33.11367330000004,4.783308219909667,0.35038363171355497,0.3859649122807018,0.33415233415233414,0.4005037783375315,Q_thermotolerans_T4,0.0
1,MGYP001397107409,303,33.12463320000005,4.84014720916748,0.3452685421994885,0.3834586466165414,0.33169533169533166,0.397984886649874,Q_thermotolerans_T4,0.0
1,MGYP001159511778,303,33.134649500000044,4.84014720916748,0.34782608695652173,0.3834586466165414,0.33415233415233414,0.397984886649874,Q_thermotolerans_T4,0.0
1,MGYP003125186926,303,32.98444490000003,4.687761878967284,0.35294117647058826,0.3834586466165414,0.32923832923832924,0.4030226700251889,Q_thermotolerans_T4,0.0
1,MGYP001483782951,303,32.97035210000004,4.687761878967284,0.35038363171355497,0.3834586466165414,0.32923832923832924,0.4005037783375315,Q_thermotolerans_T4,0.0
1,MGYP003108735498,304,32.90839350000004,4.687761878967284,0.3452685421994885,0.37844611528822053,0.32678132678132676,0.397984886649874,Q_thermotolerans_T4,0.0
1,MGYP003109213134,304,32.917403600000036,4.7356771469116214,0.3452685421994885,0.37844611528822053,0.32923832923832924,0.397984886649874,Q_thermotolerans_T4,0.0
1,MGYP001192004420,302,32.91111350000003,4.85026454925537,0.35038363171355497,0.38095238095238093,0.33660933660933656,0.3929471032745592,Q_thermotolerans_T4,0.0
1,MGYP001235300537,302,33.26637650000003,4.789276313781738,0.34271099744245526,0.37844611528822053,0.33660933660933656,0.3904282115869017,Q_thermotolerans_T4,0.0
1,MGYP001298972360,302,33.19529530000002,4.739428520202637,0.3452685421994885,0.37844611528822053,0.33415233415233414,0.3929471032745592,Q_thermotolerans_T4,0.0
1,MGYP000332737556,302,33.23832000000002,4.739428520202637,0.3452685421994885,0.37844611528822053,0.33660933660933656,0.3929471032745592,Q_thermotolerans_T4,0.0
1,MGYP001361433595,302,33.17153090000004,4.772736167907715,0.34782608695652173,0.3759398496240602,0.33660933660933656,0.39546599496221657,Q_thermotolerans_T4,0.0
1,MGYP001452006127,302,33.17350380000004,4.772736167907715,0.34782608695652173,0.37844611528822053,0.33415233415233414,0.3929471032745592,Q_thermotolerans_T4,1.0
1,MGYP001428233580,302,33.19954110000004,4.772736167907715,0.34782608695652173,0.38095238095238093,0.33415233415233414,0.39546599496221657,Q_thermotolerans_T4,1.0
1,MGYP003624226484,301,33.24965400000002,4.770689964294434,0.34782608695652173,0.38095238095238093,0.33906633906633904,0.3879093198992443,Q_thermotolerans_T4,0.0
1,MGYP003624851484,302,33.124416400000015,4.761993598937988,0.340153452685422,0.3759398496240602,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,0.0
1,MGYP003109938013,302,33.07937910000001,4.808260536193848,0.33248081841432225,0.3734335839598998,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,0.0
1,MGYP003109241726,302,33.091432800000014,4.808260536193848,0.329923273657289,0.3734335839598998,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,0.0
1,MGYP003113204176,303,33.08764950000001,4.813432884216309,0.34271099744245526,0.3734335839598998,0.33415233415233414,0.3929471032745592,Q_thermotolerans_T4,0.0
1,MGYP001422761411,303,33.18868720000004,4.821049308776855,0.34782608695652173,0.37844611528822053,0.33415233415233414,0.39546599496221657,Q_thermotolerans_T4,0.0
1,MGYP003630488781,303,33.35578470000003,4.651043891906738,0.3350383631713555,0.3684210526315789,0.33169533169533166,0.37783375314861456,Q_thermotolerans_T4,0.0
1,MGYP003633757380,302,33.24166520000003,4.582041358947754,0.33248081841432225,0.3659147869674185,0.33169533169533166,0.380352644836272,Q_thermotolerans_T4,0.0
1,MGYP003126429800,302,33.125474300000036,4.624386405944825,0.3452685421994885,0.3684210526315789,0.33415233415233414,0.3828715365239294,Q_thermotolerans_T4,0.0
1,MGYP003111022402,302,33.222523300000034,4.651043891906738,0.3452685421994885,0.3684210526315789,0.33415233415233414,0.3828715365239294,Q_thermotolerans_T4,0.0
1,MGYP003632254601,303,33.312720000000034,4.6152353286743155,0.3375959079283887,0.3734335839598998,0.33660933660933656,0.3904282115869017,Q_thermotolerans_T4,0.0
1,MGYP003111619074,302,33.08050150000003,4.651043891906738,0.3452685421994885,0.3684210526315789,0.33415233415233414,0.38539042821158687,Q_thermotolerans_T4,0.0
1,MGYP003133842258,302,33.209550900000025,4.679236030578613,0.3350383631713555,0.3709273182957394,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,0.0
1,MGYP003624294312,303,33.287773400000034,4.60682315826416,0.340153452685422,0.3759398496240602,0.33415233415233414,0.3904282115869017,Q_thermotolerans_T4,0.0
1,MGYP003130771870,303,33.25279580000005,4.973093605041503,0.3375959079283887,0.3759398496240602,0.33169533169533166,0.397984886649874,Q_thermotolerans_T4,0.0
1,MGYP003111340946,302,33.361968000000054,5.047097969055175,0.3452685421994885,0.3759398496240602,0.33169533169533166,0.3929471032745592,Q_thermotolerans_T4,0.0
1,MGYP003111669453,303,33.39300530000005,5.054032325744628,0.340153452685422,0.3734335839598998,0.32923832923832924,0.39546599496221657,Q_thermotolerans_T4,0.0
1,MGYP003111533729,301,33.12479720000003,4.995317649841308,0.34782608695652173,0.38095238095238093,0.33169533169533166,0.397984886649874,Q_thermotolerans_T4,1.0
1,MGYP003131538675,301,32.994584400000036,4.971899986267089,0.34782608695652173,0.3759398496240602,0.32923832923832924,0.3929471032745592,Q_thermotolerans_T4,1.0
1,MGYP003131905114,301,33.39514690000002,4.889710807800292,0.34271099744245526,0.38095238095238093,0.33415233415233414,0.3929471032745592,Q_thermotolerans_T4,1.0
1,MGYP003132708493,301,33.03550540000003,4.848900413513182,0.34271099744245526,0.3759398496240602,0.33415233415233414,0.3929471032745592,Q_thermotolerans_T4,0.0
1,MGYP003132782205,302,32.95357040000002,4.8536180496215815,0.340153452685422,0.37844611528822053,0.33169533169533166,0.3929471032745592,Q_thermotolerans_T4,0.0
1,MGYP003108660674,302,33.15276230000002,4.906535148620605,0.34271099744245526,0.37844611528822053,0.33415233415233414,0.39546599496221657,Q_thermotolerans_T4,0.0
1,MGYP003110370675,301,32.839170400000015,4.877831459045409,0.340153452685422,0.3759398496240602,0.33169533169533166,0.3828715365239294,Q_thermotolerans_T4,0.0
1,MGYP003640703115,302,33.13153990000003,4.719307518005371,0.34271099744245526,0.37844611528822053,0.33415233415233414,0.39546599496221657,Q_thermotolerans_T4,0.0
1,MGYP003108657405,303,33.097566300000025,4.792118263244629,0.340153452685422,0.3684210526315789,0.32678132678132676,0.37531486146095716,Q_thermotolerans_T4,0.0
1,MGYP003110523135,303,33.10339880000003,4.747272300720215,0.34271099744245526,0.3709273182957394,0.33169533169533166,0.37783375314861456,Q_thermotolerans_T4,0.0
1,MGYP003132507861,303,32.942241400000015,4.738462257385254,0.340153452685422,0.3684210526315789,0.32923832923832924,0.38539042821158687,Q_thermotolerans_T4,1.0
1,MGYP000126615706,304,33.16443900000004,4.79183406829834,0.340153452685422,0.3684210526315789,0.33169533169533166,0.3879093198992443,Q_thermotolerans_T4,1.0
1,MGYP003630311414,303,33.11756570000002,4.880218696594238,0.340153452685422,0.3734335839598998,0.33660933660933656,0.38539042821158687,Q_thermotolerans_T4,0.0
1,MGYP003624558656,303,33.11756570000002,4.880218696594238,0.34782608695652173,0.3734335839598998,0.33660933660933656,0.3879093198992443,Q_thermotolerans_T4,0.0
