MGYP000061957562	1	root:Mixed
MGYP000064826915	11	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
MGYP000081789507	4	root:Environmental:Aquatic:Freshwater:Ice:Glacier
MGYP000084675082	1	root:Environmental:Aquatic:Marine:Oceanic
MGYP000091752113	1	root:Host-associated:Human:Digestive system
MGYP000091752113	2	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000097419240	3	root:Host-associated:Human
MGYP000097419240	5	root:Host-associated:Human:Digestive system
MGYP000097419240	8	root:Host-associated:Human:Digestive system:Large intestine
MGYP000097419240	60	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000097419240	3	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000097419240	3	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000098784662	12	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000099485684	2	root:Environmental:Aquatic:Freshwater:Ice:Glacier
MGYP000102431369	1	root:Environmental:Aquatic:Freshwater:Ice:Glacier
MGYP000109747714	1	root:Host-associated:Human:Digestive system
MGYP000109747714	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000110692035	2	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000115139434	1	root:Host-associated:Human
MGYP000115139434	1	root:Host-associated:Human:Digestive system
MGYP000115139434	6	root:Host-associated:Human:Digestive system:Large intestine
MGYP000115139434	26	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000115362497	1	root:Engineered:Wastewater
MGYP000115362497	1	root:Engineered:Wastewater:Water and sludge
MGYP000115362497	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000115362497	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000118000528	11	root:Host-associated:Human:Digestive system
MGYP000118000528	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000118000528	26	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000118000528	3	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000118324866	1	root:Host-associated:Human:Digestive system
MGYP000126615706	3	root:Environmental:Aquatic:Marine
MGYP000126860043	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000126911704	10	root:Host-associated:Human
MGYP000126911704	13	root:Host-associated:Human:Digestive system
MGYP000126911704	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000126911704	1	root:Host-associated:Human:Digestive system:Oral
MGYP000126911704	2	root:Host-associated:Human:Digestive system:Oral:Saliva
MGYP000126911704	3	root:Host-associated:Human:Skin
MGYP000128063566	1	root:Environmental:Aquatic:Marine:Oceanic
MGYP000128063566	2	root:Environmental:Aquatic:Marine:Oceanic:Photic zone
MGYP000128322196	1	root:Host-associated:Human:Digestive system
MGYP000129765796	8	root:Host-associated:Human:Digestive system
MGYP000129765796	5	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000129765796	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000130361336	1	root:Host-associated:Human:Digestive system
MGYP000130361336	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000130361336	10	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000131233602	4	root:Host-associated:Human:Digestive system
MGYP000131233602	5	root:Host-associated:Human:Digestive system:Large intestine
MGYP000131233602	25	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000131233602	2	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000133107106	6	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000133107106	1	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000133107106	3	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000134236714	5	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000136147697	5	root:Host-associated:Human:Digestive system:Large intestine
MGYP000136147697	8	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000137119896	2	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000139100661	1	root
MGYP000139100661	1	root:Host-associated:Birds:Digestive system
MGYP000139100661	1	root:Host-associated:Human:Digestive system
MGYP000139100661	3	root:Host-associated:Human:Digestive system:Large intestine
MGYP000139100661	9	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000139100661	6	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000150420554	6	root:Host-associated:Human:Digestive system
MGYP000150420554	3	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000150420554	5	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000150420554	1	root:Mixed
MGYP000157970448	9	root:Environmental:Aquatic:Marine
MGYP000166735219	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000167284497	4	root:Engineered:Wastewater:Activated Sludge
MGYP000169731517	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000180138347	3	root:Host-associated:Human:Digestive system
MGYP000180138347	4	root:Host-associated:Human:Digestive system:Large intestine
MGYP000180138347	5	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000181460370	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000184092838	1	root:Environmental:Aquatic:Marine:Oceanic:Photic zone
MGYP000184925895	3	root:Environmental:Aquatic:Marine
MGYP000189593907	27	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000197612259	1	root:Engineered:Wastewater
MGYP000197612259	5	root:Host-associated:Human:Digestive system
MGYP000197612259	12	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000197612259	7	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000200889043	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000212344843	2	root:Host-associated:Human
MGYP000212344843	4	root:Host-associated:Human:Digestive system
MGYP000212344843	4	root:Host-associated:Human:Digestive system:Large intestine
MGYP000212344843	36	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000212344843	1	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000212344843	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000215260709	13	root:Host-associated:Human:Digestive system
MGYP000215260709	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000215260709	17	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000215260709	1	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000215260709	1	root:Mixed
MGYP000216743126	4	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000218991389	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000218991389	4	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000220373720	19	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
MGYP000224374348	3	root:Host-associated:Human
MGYP000224374348	5	root:Host-associated:Human:Digestive system:Large intestine
MGYP000224374348	104	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000224374348	1	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000234430346	6	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000234578068	2	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000236042664	4	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000236137781	1	root:Mixed
MGYP000236489926	1	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000237508066	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000238960271	5	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000241018281	12	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
MGYP000244606889	9	root:Environmental:Aquatic:Marine
MGYP000244606889	1	root:Environmental:Aquatic:Marine:Oceanic
MGYP000248784877	2	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000249295618	3	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000256924453	3	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000258102644	4	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000258922868	6	root:Environmental:Aquatic:Marine:Oceanic
MGYP000265641871	1	root:Host-associated:Human
MGYP000265641871	1	root:Host-associated:Human:Digestive system
MGYP000265641871	10	root:Host-associated:Human:Digestive system:Large intestine
MGYP000265641871	24	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000265641871	2	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000271170847	2	root:Environmental:Aquatic:Marine
MGYP000271170847	1	root:Environmental:Aquatic:Marine:Oceanic
MGYP000271874914	1	root:Host-associated:Human:Digestive system
MGYP000271874914	2	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000274412832	3	root:Host-associated:Human:Digestive system
MGYP000274412832	8	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000275805277	2	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000275899355	9	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000275899355	1	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000278747826	4	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000284114529	2	root:Host-associated:Human:Skin
MGYP000286841699	2	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000286841699	1	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000292815046	2	root:Host-associated:Human:Digestive system
MGYP000292815046	12	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000293575766	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000294618635	2	root:Environmental:Aquatic:Marine
MGYP000294618635	4	root:Environmental:Aquatic:Marine:Oceanic
MGYP000294905374	1	root:Host-associated:Human:Digestive system
MGYP000296441433	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000299389272	4	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000299998028	17	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
MGYP000303765274	17	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000303765274	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000303765274	1	root:Mixed
MGYP000304329166	1	root:Engineered:Wastewater:Water and sludge
MGYP000305296747	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000305901162	3	root:Environmental:Aquatic:Freshwater:Ice:Glacier
MGYP000307068773	2	root:Host-associated:Human
MGYP000307068773	2	root:Host-associated:Human:Digestive system
MGYP000307068773	2	root:Host-associated:Human:Digestive system:Large intestine
MGYP000307068773	2	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000307068773	1	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000312680888	1	root:Host-associated:Human:Digestive system
MGYP000313389269	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000313389269	5	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000316064180	3	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000321450472	1	root:Host-associated:Human:Digestive system
MGYP000321450472	5	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000321450472	2	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000324372200	24	root:Host-associated:Birds
MGYP000324372200	7	root:Host-associated:Human
MGYP000324372200	75	root:Host-associated:Human:Digestive system
MGYP000324372200	47	root:Host-associated:Human:Digestive system:Large intestine
MGYP000324372200	252	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000324372200	24	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000324372200	10	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000324372200	1	root:Mixed
MGYP000332737556	2	root:Environmental:Aquatic:Marine
MGYP000332737556	5	root:Environmental:Aquatic:Marine:Oceanic
MGYP000336449723	1	root:Host-associated:Human:Digestive system
MGYP000336449723	4	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000336758910	2	root:Host-associated:Human:Digestive system:Large intestine
MGYP000336758910	4	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000336767234	2	root:Host-associated:Human:Digestive system:Large intestine
MGYP000336767234	17	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000345353568	1	root:Host-associated:Human:Digestive system
MGYP000345353568	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000345353568	12	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000345353568	2	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000348306385	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000351440644	2	root:Host-associated:Human:Digestive system
MGYP000352468595	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000355333620	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000362831547	2	root:Host-associated:Human:Digestive system
MGYP000362831547	3	root:Host-associated:Human:Digestive system:Large intestine
MGYP000362831547	13	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000362831547	3	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000362831547	3	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000366671743	5	root:Environmental:Aquatic:Marine
MGYP000366671743	2	root:Environmental:Aquatic:Marine:Oceanic
MGYP000368963422	2	root:Host-associated:Human:Digestive system
MGYP000368963422	3	root:Host-associated:Human:Digestive system:Large intestine
MGYP000368963422	8	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000368963422	4	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000369174624	8	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000369174624	5	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000370158851	2	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000371559194	1	root:Engineered:Wastewater:Water and sludge
MGYP000371559194	6	root:Host-associated:Human:Digestive system
MGYP000371559194	9	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000371559194	7	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000373467766	2	root:Host-associated:Human:Digestive system:Large intestine
MGYP000373467766	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000377540521	4	root:Host-associated:Human:Digestive system
MGYP000377540521	4	root:Host-associated:Human:Digestive system:Large intestine
MGYP000377540521	14	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000377540521	1	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000383463957	2	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000383995054	1	root:Engineered:Wastewater
MGYP000383995054	1	root:Host-associated:Human:Digestive system
MGYP000383995054	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000384898641	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000384958797	2	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000386862634	3	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000389299366	5	root:Host-associated:Human:Digestive system
MGYP000389299366	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000389299366	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000390790392	2	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000392276880	1	root:Host-associated:Human
MGYP000392276880	10	root:Host-associated:Human:Digestive system
MGYP000392276880	16	root:Host-associated:Human:Digestive system:Large intestine
MGYP000392276880	16	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000392276880	1	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000392276880	11	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000397969387	1	root:Environmental:Aquatic:Marine
MGYP000403980963	4	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000403980963	3	root:Engineered:Wastewater
MGYP000403980963	5	root:Engineered:Wastewater:Water and sludge
MGYP000403980963	27	root:Host-associated:Human
MGYP000403980963	223	root:Host-associated:Human:Digestive system
MGYP000403980963	231	root:Host-associated:Human:Digestive system:Large intestine
MGYP000403980963	587	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000403980963	32	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000403980963	20	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000403980963	47	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000403980963	1	root:Mixed
MGYP000404124825	2	root:Host-associated:Human:Digestive system:Large intestine
MGYP000404124825	15	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000404124825	3	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000407495045	29	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000415641652	5	root:Environmental:Aquatic:Marine
MGYP000415641652	1	root:Environmental:Aquatic:Marine:Oceanic
MGYP000416313578	1	root:Mixed
MGYP000421531091	7	root:Environmental:Aquatic:Marine
MGYP000421531091	6	root:Environmental:Aquatic:Marine:Oceanic
MGYP000423297015	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000425095911	2	root:Host-associated:Human
MGYP000425095911	1	root:Host-associated:Human:Digestive system
MGYP000425095911	2	root:Host-associated:Human:Digestive system:Large intestine
MGYP000425095911	21	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000427579110	5	root:Host-associated:Human
MGYP000427579110	6	root:Host-associated:Human:Digestive system
MGYP000427579110	5	root:Host-associated:Human:Digestive system:Large intestine
MGYP000427579110	32	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000427579110	4	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000427579110	1	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000427579110	2	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000430909014	1	root:Engineered:Wastewater
MGYP000430909014	2	root:Engineered:Wastewater:Water and sludge
MGYP000430909014	1	root:Host-associated:Human:Digestive system
MGYP000430909014	4	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000430909014	1	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000431267037	3	root:Host-associated:Human:Digestive system:Large intestine
MGYP000431267037	9	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000431267037	1	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000431805622	1	root:Host-associated:Human:Digestive system
MGYP000432667684	4	root:Engineered:Wastewater:Activated Sludge
MGYP000433512386	4	root:Host-associated:Human:Digestive system
MGYP000433512386	5	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000433512386	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000433512386	4	root:Mixed
MGYP000441013156	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000441538521	1	root:Environmental:Aquatic:Freshwater:Ice:Glacier
MGYP000442856419	1	root:Host-associated:Human:Digestive system
MGYP000442856419	2	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000447434197	1	root:Environmental:Aquatic:Freshwater:Ice:Glacier
MGYP000448240885	13	root:Host-associated:Human:Digestive system
MGYP000448240885	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000448240885	29	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000448240885	14	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000449797860	3	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000451269290	3	root:Host-associated:Human:Digestive system
MGYP000451269290	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000451269290	34	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000451269290	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000451522494	1	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000451522494	10	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000453965339	16	root:Environmental:Aquatic:Marine
MGYP000458177489	25	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000464535878	1	root:Engineered:Bioreactor
MGYP000464535878	5	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000464535878	1	root:Engineered:Wastewater:Activated Sludge
MGYP000465193717	1	root:Mixed
MGYP000466156779	3	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000468859969	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000468859969	2	root:Engineered:Wastewater
MGYP000468859969	8	root:Host-associated:Human
MGYP000468859969	17	root:Host-associated:Human:Digestive system
MGYP000468859969	63	root:Host-associated:Human:Digestive system:Large intestine
MGYP000468859969	423	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000468859969	10	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000468859969	12	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000468859969	25	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000469141389	2	root:Host-associated:Human
MGYP000469141389	15	root:Host-associated:Human:Digestive system
MGYP000469141389	3	root:Host-associated:Human:Digestive system:Large intestine
MGYP000469141389	3	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000469965527	28	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000488071151	8	root:Host-associated:Human:Digestive system
MGYP000489352287	2	root:Environmental:Aquatic:Marine
MGYP000503456973	4	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
MGYP000504493363	4	root:Host-associated:Human
MGYP000504493363	12	root:Host-associated:Human:Digestive system
MGYP000504493363	2	root:Host-associated:Human:Digestive system:Large intestine
MGYP000504493363	13	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000504493363	2	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000504493363	3	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000507254597	17	root:Host-associated:Human:Digestive system
MGYP000507254597	7	root:Host-associated:Human:Digestive system:Large intestine
MGYP000507254597	57	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000507254597	2	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000507254597	4	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000507254597	1	root:Mixed
MGYP000509335323	2	root:Engineered:Wastewater:Activated Sludge
MGYP000510892357	2	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000518926698	8	root:Environmental:Aquatic:Marine:Intertidal zone:Estuary
MGYP000520525852	9	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000520525852	2	root:Engineered:Wastewater:Activated Sludge
MGYP000527682614	1	root:Environmental:Aquatic:Marine
MGYP000527898060	1	root:Host-associated:Human
MGYP000527898060	18	root:Host-associated:Human:Digestive system
MGYP000527898060	1	root:Host-associated:Human:Digestive system:Large intestine
MGYP000527898060	11	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000527898060	2	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000528512092	4	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000530814956	1	root:Host-associated:Human:Digestive system
MGYP000530814956	5	root:Host-associated:Human:Digestive system:Large intestine
MGYP000530814956	1	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000530814956	1	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000530814956	2	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000531123836	3	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000532044826	1	root:Environmental:Aquatic:Marine
MGYP000532044826	4	root:Environmental:Aquatic:Marine:Oceanic
MGYP000533738703	1	root:Environmental:Aquatic:Freshwater:Groundwater
MGYP000533738703	14	root:Host-associated:Human
MGYP000533738703	73	root:Host-associated:Human:Digestive system
MGYP000533738703	46	root:Host-associated:Human:Digestive system:Large intestine
MGYP000533738703	344	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000533738703	4	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000533738703	2	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000533738703	1	root:Host-associated:Mammals:Digestive system:Large intestine:Cecum
MGYP000533738703	31	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
MGYP000535298561	4	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000535352787	1	root:Engineered:Bioremediation:Terephthalate:Wastewater
MGYP000536735259	3	root:Host-associated:Human
MGYP000536735259	16	root:Host-associated:Human:Digestive system
MGYP000536735259	42	root:Host-associated:Human:Digestive system:Large intestine
MGYP000536735259	176	root:Host-associated:Human:Digestive system:Large intestine:Fecal
MGYP000536735259	10	root:Host-associated:Human:Digestive system:Large intestine:Sigmoid colon
MGYP000536735259	2	root:Host-associated:Mammals:Digestive system:Fecal
MGYP000536735259	12	root:Host-associated:Mammals:Digestive system:Large intestine:Fecal
